item_id,Issue id,Summary,Description,Priority,Resolution,Status,Created,Resolved,text,is_severe_fixed_bug
HBASE-13468414,13468414,Improve TestMultiRespectsLimits,"TestMultiRespectLimits submits puts with empty values due to what appears to be a simple mistake. See https://github.com/apache/hbase/blob/c0e7e98ec71e77a9bfccf8f59e0c7c59aa70c828/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestMultiRespectsLimits.java#L156

Refer to https://issues.apache.org/jira/browse/HBASE-26856?focusedCommentId=17558469&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-17558469 for more context. ",Minor,Fixed,Resolved,25/Jun/22 18:04,12/Jul/22 18:21,"Improve TestMultiRespectsLimits. TestMultiRespectLimits submits puts with empty values due to what appears to be a simple mistake. See https://github.com/apache/hbase/blob/c0e7e98ec71e77a9bfccf8f59e0c7c59aa70c828/hbase-server/src/test/java/org/apache/hadoop/hbase/client/TestMultiRespectsLimits.java#L156

Refer to https://issues.apache.org/jira/browse/HBASE-26856?focusedCommentId=17558469&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-17558469 for more context.",0
HBASE-13529174,13529174,"hfile split occurs during bulkload, the new HFile file does not specify favored nodes","## BulkloadHFilesTool.class

/**
* Copy half of an HFile into a new HFile.
*/
private static void copyHFileHalf(Configuration conf, Path inFile, Path outFile,
Reference reference, ColumnFamilyDescriptor familyDescriptor) throws IOException {
FileSystem fs = inFile.getFileSystem(conf);
CacheConfig cacheConf = CacheConfig.DISABLED;
HalfStoreFileReader halfReader = null;
StoreFileWriter halfWriter = null;
try {
ReaderContext context = new ReaderContextBuilder().withFileSystemAndPath(fs, inFile).build();
StoreFileInfo storeFileInfo =
new StoreFileInfo(conf, fs, fs.getFileStatus(inFile), reference);
storeFileInfo.initHFileInfo(context);
halfReader = (HalfStoreFileReader) storeFileInfo.createReader(context, cacheConf);
storeFileInfo.getHFileInfo().initMetaAndIndex(halfReader.getHFileReader());
Map<byte[], byte[]> fileInfo = halfReader.loadFileInfo();

int blocksize = familyDescriptor.getBlocksize();
Algorithm compression = familyDescriptor.getCompressionType();
BloomType bloomFilterType = familyDescriptor.getBloomFilterType();
HFileContext hFileContext = new HFileContextBuilder().withCompression(compression)
.withChecksumType(StoreUtils.getChecksumType(conf))
.withBytesPerCheckSum(StoreUtils.getBytesPerChecksum(conf)).withBlockSize(blocksize)
.withDataBlockEncoding(familyDescriptor.getDataBlockEncoding()).withIncludesTags(true)
.withCreateTime(EnvironmentEdgeManager.currentTime()).build();
*halfWriter = new StoreFileWriter.Builder(conf, cacheConf, fs).withFilePath(outFile)*
 *.withBloomType(bloomFilterType).withFileContext(hFileContext).build();*
HFileScanner scanner = halfReader.getScanner(false, false, false);
scanner.seekTo();

...

 

When hfile splitting occurs during bulkload, the new HFile file does not specify favored nodes, which will affect the locality of data. Internally, we implemented a version of the code that allows us to specify the favored nodes of the split HFile in copyHFileHalf() to avoid compromising locality",Major,Fixed,Resolved,20/Mar/23 05:34,30/Dec/24 14:49,"hfile split occurs during bulkload, the new HFile file does not specify favored nodes. ## BulkloadHFilesTool.class

/**
* Copy half of an HFile into a new HFile.
*/
private static void copyHFileHalf(Configuration conf, Path inFile, Path outFile,
Reference reference, ColumnFamilyDescriptor familyDescriptor) throws IOException {
FileSystem fs = inFile.getFileSystem(conf);
CacheConfig cacheConf = CacheConfig.DISABLED;
HalfStoreFileReader halfReader = null;
StoreFileWriter halfWriter = null;
try {
ReaderContext context = new ReaderContextBuilder().withFileSystemAndPath(fs, inFile).build();
StoreFileInfo storeFileInfo =
new StoreFileInfo(conf, fs, fs.getFileStatus(inFile), reference);
storeFileInfo.initHFileInfo(context);
halfReader = (HalfStoreFileReader) storeFileInfo.createReader(context, cacheConf);
storeFileInfo.getHFileInfo().initMetaAndIndex(halfReader.getHFileReader());
Map<byte[], byte[]> fileInfo = halfReader.loadFileInfo();

int blocksize = familyDescriptor.getBlocksize();
Algorithm compression = familyDescriptor.getCompressionType();
BloomType bloomFilterType = familyDescriptor.getBloomFilterType();
HFileContext hFileContext = new HFileContextBuilder().withCompression(compression)
.withChecksumType(StoreUtils.getChecksumType(conf))
.withBytesPerCheckSum(StoreUtils.getBytesPerChecksum(conf)).withBlockSize(blocksize)
.withDataBlockEncoding(familyDescriptor.getDataBlockEncoding()).withIncludesTags(true)
.withCreateTime(EnvironmentEdgeManager.currentTime()).build();
*halfWriter = new StoreFileWriter.Builder(conf, cacheConf, fs).withFilePath(outFile)*
 *.withBloomType(bloomFilterType).withFileContext(hFileContext).build();*
HFileScanner scanner = halfReader.getScanner(false, false, false);
scanner.seekTo();

...

 

When hfile splitting occurs during bulkload, the new HFile file does not specify favored nodes, which will affect the locality of data. Internally, we implemented a version of the code that allows us to specify the favored nodes of the split HFile in copyHFileHalf() to avoid compromising locality",0
HBASE-13553940,13553940,hbck -o should not allow bypassing pre transit check by default,"When operator uses hbck assigns or unassigns with ""-o"", the override will also skip pre transit checks. While this is one of the intentions with ""-o"", the primary purpose should still be to only unattach existing procedure from RegionStateNode so that newly scheduled assign proc can take exclusive region level lock.

We should restrict bypassing preTransitCheck by only providing it as site config.

If bypassing preTransitCheck is configured, only then any hbck ""-o"" should be allowed to bypass this check, otherwise by default they should go through the check.

 

It is important to keep ""unset of the procedure from RegionStateNode"" and ""bypassing preTransitCheck"" separate so that when the cluster state is bad, we don't explicitly deteriorate it further e.g. if a region was successfully split and now if operator performs ""hbck assigns \{region} -o"" and if it bypasses the transit check, master would bring the region online and it could compact store files and archive the store file which is referenced by daughter region. This would not allow daughter region to come online.

Let's introduce hbase site config to allow bypassing preTransitCheck, it should not be doable only by operator using hbck alone.

 

""-o"" should mean ""override"" the procedure that is attached to the RegionStateNode, it should not mean forcefully skip any region transition validation checks.",Major,Fixed,Resolved,13/Oct/23 01:36,21/Nov/24 07:38,"hbck -o should not allow bypassing pre transit check by default. When operator uses hbck assigns or unassigns with ""-o"", the override will also skip pre transit checks. While this is one of the intentions with ""-o"", the primary purpose should still be to only unattach existing procedure from RegionStateNode so that newly scheduled assign proc can take exclusive region level lock.

We should restrict bypassing preTransitCheck by only providing it as site config.

If bypassing preTransitCheck is configured, only then any hbck ""-o"" should be allowed to bypass this check, otherwise by default they should go through the check.

 

It is important to keep ""unset of the procedure from RegionStateNode"" and ""bypassing preTransitCheck"" separate so that when the cluster state is bad, we don't explicitly deteriorate it further e.g. if a region was successfully split and now if operator performs ""hbck assigns \{region} -o"" and if it bypasses the transit check, master would bring the region online and it could compact store files and archive the store file which is referenced by daughter region. This would not allow daughter region to come online.

Let's introduce hbase site config to allow bypassing preTransitCheck, it should not be doable only by operator using hbck alone.

 

""-o"" should mean ""override"" the procedure that is attached to the RegionStateNode, it should not mean forcefully skip any region transition validation checks.",0
HBASE-13341778,13341778,Remove class DeadServer ,"This issue is following issue [HBASE-25282|https://issues.apache.org/jira/browse/HBASE-25282]

We can directly use instance of ServerCrashProcedure to replace the role DeadServer plays",Minor,,Open,20/Nov/20 11:52,,"Remove class DeadServer . This issue is following issue [HBASE-25282|https://issues.apache.org/jira/browse/HBASE-25282]

We can directly use instance of ServerCrashProcedure to replace the role DeadServer plays",0
HBASE-13321816,13321816,make export snapshot report size can be config,"current export snapshot will be report ONE MB (1*1024*1024 Bytes),

we can make it can be config ",Minor,Fixed,Resolved,10/Aug/20 15:11,17/Aug/21 00:16,"make export snapshot report size can be config. current export snapshot will be report ONE MB (1*1024*1024 Bytes),

we can make it can be config",0
HBASE-13573942,13573942,Finish 2.4.18 release,"# Release the artifacts on repository.apache.org
# Move the binaries from dist-dev to dist-release
# Add xml to download page(via HBASE-28473)
# Push tag 2.4.18RCx as tag rel/2.4.18 (/)
# Release 2.4.18 on JIRA https://issues.apache.org/jira/projects/HBASE/versions/12353080
# Add release data on https://reporter.apache.org/addrelease.html?hbase
# Send announcement email",Major,Fixed,Resolved,30/Mar/24 06:28,25/May/24 14:54,"Finish 2.4.18 release. # Release the artifacts on repository.apache.org
# Move the binaries from dist-dev to dist-release
# Add xml to download page(via HBASE-28473)
# Push tag 2.4.18RCx as tag rel/2.4.18 (/)
# Release 2.4.18 on JIRA https://issues.apache.org/jira/projects/HBASE/versions/12353080
# Add release data on https://reporter.apache.org/addrelease.html?hbase
# Send announcement email",0
HBASE-13435686,13435686,"Backport ""HBASE-26810 Add dynamic configuration support for system coprocessors"" to branch-2",Backport HBASE-26810 to streams of branch-2,Major,Fixed,Resolved,25/Mar/22 00:11,23/Aug/22 12:06,"Backport ""HBASE-26810 Add dynamic configuration support for system coprocessors"" to branch-2. Backport HBASE-26810 to streams of branch-2",0
HBASE-13337716,13337716,Optimize in-memory representation for HBase map reduce table splits for MultiTableInputFormat,"It has been observed that when the table has too many regions, MR jobs consume a lot of memory in the client. This is because we keep the region level information in memory and the memory heavy object is TableSplit because of the Scan object as a part of it.

There is a jira [HBASE-24859|https://issues.apache.org/jira/projects/HBASE/issues/HBASE-24859] which fix this single table TableInputFormat because we do not use the scan object from TableSplit in this case. 
However, it looks like we can do some optimization in case of MultiTableInputFormat as well since each split is not required to have memory heavy scan object.",Major,,Open,28/Oct/20 17:45,,"Optimize in-memory representation for HBase map reduce table splits for MultiTableInputFormat. It has been observed that when the table has too many regions, MR jobs consume a lot of memory in the client. This is because we keep the region level information in memory and the memory heavy object is TableSplit because of the Scan object as a part of it.

There is a jira [HBASE-24859|https://issues.apache.org/jira/projects/HBASE/issues/HBASE-24859] which fix this single table TableInputFormat because we do not use the scan object from TableSplit in this case. 
However, it looks like we can do some optimization in case of MultiTableInputFormat as well since each split is not required to have memory heavy scan object.",0
HBASE-13527861,13527861,Migrate meta locations from zookeeper to master data may not always possible if we migrate from 1.x HBase,"In HBase 1.x versions meta server location from zookeeper will be removed when the server stopped. In such cases migrating to 2.5.x branches may not create any meta entries in master data. So in case if we could not find the meta location from zookeeper we can get meta location from wal directories with .meta extension and add to master data.

{noformat}
  private void tryMigrateMetaLocationsFromZooKeeper() throws IOException, KeeperException {
    // try migrate data from zookeeper
    try (ResultScanner scanner =
      masterRegion.getScanner(new Scan().addFamily(HConstants.CATALOG_FAMILY))) {
      if (scanner.next() != null) {
        // notice that all replicas for a region are in the same row, so the migration can be
        // done with in a one row put, which means if we have data in catalog family then we can
        // make sure that the migration is done.
        LOG.info(""The {} family in master local region already has data in it, skip migrating..."",
          HConstants.CATALOG_FAMILY_STR);
        return;
      }
    }
    // start migrating
    byte[] row = CatalogFamilyFormat.getMetaKeyForRegion(RegionInfoBuilder.FIRST_META_REGIONINFO);
    Put put = new Put(row);
    List<String> metaReplicaNodes = zooKeeper.getMetaReplicaNodes();
    StringBuilder info = new StringBuilder(""Migrating meta locations:"");
    for (String metaReplicaNode : metaReplicaNodes) {
      int replicaId = zooKeeper.getZNodePaths().getMetaReplicaIdFromZNode(metaReplicaNode);
      RegionState state = MetaTableLocator.getMetaRegionState(zooKeeper, replicaId);
      info.append("" "").append(state);
      put.setTimestamp(state.getStamp());
      MetaTableAccessor.addRegionInfo(put, state.getRegion());
      if (state.getServerName() != null) {
        MetaTableAccessor.addLocation(put, state.getServerName(), HConstants.NO_SEQNUM, replicaId);
      }
      put.add(CellBuilderFactory.create(CellBuilderType.SHALLOW_COPY).setRow(put.getRow())
        .setFamily(HConstants.CATALOG_FAMILY)
        .setQualifier(RegionStateStore.getStateColumn(replicaId)).setTimestamp(put.getTimestamp())
        .setType(Cell.Type.Put).setValue(Bytes.toBytes(state.getState().name())).build());
    }
    if (!put.isEmpty()) {
      LOG.info(info.toString());
      masterRegion.update(r -> r.put(put));
    } else {
      LOG.info(""No meta location available on zookeeper, skip migrating..."");
    }
  }
{noformat}",Major,,In Progress,09/Mar/23 17:51,,"Migrate meta locations from zookeeper to master data may not always possible if we migrate from 1.x HBase. In HBase 1.x versions meta server location from zookeeper will be removed when the server stopped. In such cases migrating to 2.5.x branches may not create any meta entries in master data. So in case if we could not find the meta location from zookeeper we can get meta location from wal directories with .meta extension and add to master data.

{noformat}
  private void tryMigrateMetaLocationsFromZooKeeper() throws IOException, KeeperException {
    // try migrate data from zookeeper
    try (ResultScanner scanner =
      masterRegion.getScanner(new Scan().addFamily(HConstants.CATALOG_FAMILY))) {
      if (scanner.next() != null) {
        // notice that all replicas for a region are in the same row, so the migration can be
        // done with in a one row put, which means if we have data in catalog family then we can
        // make sure that the migration is done.
        LOG.info(""The {} family in master local region already has data in it, skip migrating..."",
          HConstants.CATALOG_FAMILY_STR);
        return;
      }
    }
    // start migrating
    byte[] row = CatalogFamilyFormat.getMetaKeyForRegion(RegionInfoBuilder.FIRST_META_REGIONINFO);
    Put put = new Put(row);
    List<String> metaReplicaNodes = zooKeeper.getMetaReplicaNodes();
    StringBuilder info = new StringBuilder(""Migrating meta locations:"");
    for (String metaReplicaNode : metaReplicaNodes) {
      int replicaId = zooKeeper.getZNodePaths().getMetaReplicaIdFromZNode(metaReplicaNode);
      RegionState state = MetaTableLocator.getMetaRegionState(zooKeeper, replicaId);
      info.append("" "").append(state);
      put.setTimestamp(state.getStamp());
      MetaTableAccessor.addRegionInfo(put, state.getRegion());
      if (state.getServerName() != null) {
        MetaTableAccessor.addLocation(put, state.getServerName(), HConstants.NO_SEQNUM, replicaId);
      }
      put.add(CellBuilderFactory.create(CellBuilderType.SHALLOW_COPY).setRow(put.getRow())
        .setFamily(HConstants.CATALOG_FAMILY)
        .setQualifier(RegionStateStore.getStateColumn(replicaId)).setTimestamp(put.getTimestamp())
        .setType(Cell.Type.Put).setValue(Bytes.toBytes(state.getState().name())).build());
    }
    if (!put.isEmpty()) {
      LOG.info(info.toString());
      masterRegion.update(r -> r.put(put));
    } else {
      LOG.info(""No meta location available on zookeeper, skip migrating..."");
    }
  }
{noformat}",0
HBASE-13576373,13576373,Implement a region server level configuration to enable/disable data-tiering,"Provide the user with the ability to enable and disable the data tiering feature. The time-based data tiering is applicable to a specific set of use cases which write date based records and access to recently written data.
The feature, in general, should be avoided for use cases which are not dependent on the date-based reads and writes as the code flows which enable data temperature checks can induce performance regressions.

This Jira is added to track the functionality to optionally enable region-server wide configuration to disable or enable the feature.

Thanks,

Janardhan",Major,Fixed,Resolved,18/Apr/24 12:43,02/May/24 08:25,"Implement a region server level configuration to enable/disable data-tiering. Provide the user with the ability to enable and disable the data tiering feature. The time-based data tiering is applicable to a specific set of use cases which write date based records and access to recently written data.
The feature, in general, should be avoided for use cases which are not dependent on the date-based reads and writes as the code flows which enable data temperature checks can induce performance regressions.

This Jira is added to track the functionality to optionally enable region-server wide configuration to disable or enable the feature.

Thanks,

Janardhan",0
HBASE-13551324,13551324, The size that is checked against the maxfilesize threshold is the uncompressed size of the HFile,"HBase server is configured to use Snappy compression.when doing bulkload in HBase, the size that is checked against the maxfilesize threshold is the uncompressed size of the HFile, not the compressed size.

HFileOutputFormat2.class

 
{code:java}
//代码占位符
new RecordWriter<ImmutableBytesWritable, V>() {
....
@Override
public void write(ImmutableBytesWritable row, V cell) throws IOException {
...


}

}
 {code}
!image-2023-09-20-12-09-49-959.png!

 ",Major,,Open,20/Sep/23 05:32,,"The size that is checked against the maxfilesize threshold is the uncompressed size of the HFile. HBase server is configured to use Snappy compression.when doing bulkload in HBase, the size that is checked against the maxfilesize threshold is the uncompressed size of the HFile, not the compressed size.

HFileOutputFormat2.class

 
{code:java}
//代码占位符
new RecordWriter<ImmutableBytesWritable, V>() {
....
@Override
public void write(ImmutableBytesWritable row, V cell) throws IOException {
...


}

}
 {code}
!image-2023-09-20-12-09-49-959.png!",0
HBASE-13505205,13505205,The .flattened-pom.xml for some modules are not installed,"Found this when trying to make 2.5.2 release, at least the pom for the root pom and hbase-build-configuration still contain ${revision} and profiles.",Blocker,Fixed,Resolved,22/Nov/22 03:42,23/Nov/22 13:06,"The .flattened-pom.xml for some modules are not installed. Found this when trying to make 2.5.2 release, at least the pom for the root pom and hbase-build-configuration still contain ${revision} and profiles.",1
