Issue id,Summary,Description,Priority,Resolution,Status,Created,Resolved,Affects Version/s
13363392,Add units and round off region size to 2 digits after decimal,"Normalizer logs progress and includes details regarding region count and target size. The size values are logged without units, and floating point numbers are logged without a specified precision, which can result in scientific notation. Clean up the formatting of these log messages to make them easily readable.",Major,Fixed,Resolved,09/Mar/21 23:03,13/Apr/21 16:15,2.3.0
13368157,Support specifying a base split policy class in KeyPrefixRegionSplitPolicy and DelimitedKeyPrefixRegionSplitPolicy,"Basically, I think we can use KeyPrefixRegionSplitPolicy and DelimitedKeyPrefixRegionSplitPolicy along with other split policies. In this Jira, we will support specifying a base split policy class in KeyPrefixRegionSplitPolicy and DelimitedKeyPrefixRegionSplitPolicy to use them with different split policies.",Major,Won't Fix,Resolved,28/Mar/21 07:57,11/Apr/21 12:35,
13360893,Try ignore the ExportSnapshot related unit tests for branch-2.2,,Major,Fixed,Resolved,25/Feb/21 07:51,11/Apr/21 07:02,
13363443,Add a new option in PE to indicate the current number of rows in the test table,"When we have written 100000 rows in TestTable with 10 preSplits. Then we want to test asyncRandomRead, with 10 threads, per thread read 1000 rows. But the range of all read keys is in [0, 10000], all in the first region. It may cause hotspot problem, and the result is not accurate.

We can use --size and --rows in randomRead and randomSeekScan at the same time, so that the range of reading reaches the entire data set. But asyncRandomRead, scanRangeXX, sequentialRead and all the write still have hot spot problem.

This issue add a new option ""initRows"" to solve this problem.",Major,,Open,10/Mar/21 07:32,,
13368514,Make an hbase-wal module,Extract an hbase-wal module upon which hbase-server can depend; makes hbase-server smaller and maybe we could do an hbase-wal standalone... This is an experiment.,Major,Won't Fix,Resolved,30/Mar/21 04:34,06/Apr/21 21:03,
13368481,Port failure to close InputStream to 1.x,Port the parent issue (replication not closing a socket) to branch-1,Major,Fixed,Resolved,29/Mar/21 23:57,02/Apr/21 18:03,
13357473,Adding audit log for execMasterService,"Hi:

I have found that in APIs, like execProcedure and execProcedureWithRet, have audit log to record who execute the master service. The log can be like:
{code:java}
LOG.info(master.getClientIdAuditPrefix() + "" procedure request for: "" + desc.getSignature());
{code}
But it seems that we forget to audit execMasterService. We should add one.",Major,Fixed,Resolved,08/Feb/21 08:50,31/Mar/21 23:17,
13354520,update download area for 2.3.4 as new stable build,"
* update the stable symlink to point to 2.3.4
* Remove the 2.3.3 release from downloads.a.o",Major,Fixed,Resolved,25/Jan/21 20:19,25/Jan/21 20:36,
13365194,Disable reverse DNS lookup for SASL Kerberos client connection,"In some unusual network environment that forward DNS lookup is supported, but revers isn't,

we can configure the HBase cluster by deploying/etc/hosts which support reverse lookup for all nodes in the cluster or hbase.unsafe.regionserver.hostname.disable.master.reversedns=true which is introduced in HBASE-18226(See also HBASE-12954, HBASE-24667).

Our network environment is also unusual and doesn't provide a reverse lookup.
Thus, we configure the HBase cluster by deploying /etc/hosts.

Assume our DNS setup is

{code:java}
master1.example.com A 12.34.56.1
master2.example.com A 12.34.56.2
master3.example.com A 12.34.56.3

regionserver1.example.com A 12.34.56.4
regionserver2.example.com A 12.34.56.5
regionserver3.example.com A 12.34.56.6
{code}

We deploy the following /etc/hosts for the HBase cluster nodes by our deployment system.

{code:java}

12.34.56.1 master1.example.com master1
12.34.56.2 master2.example.com master2
12.34.56.3 master3.example.com master3

12.34.56.4 regionserver1.example.com regionserver1
12.34.56.5 regionserver2.example.com regionserver2
12.34.56.6 regionserver3.example.com regionserver3
{code}

(We don't use hbase.unsafe.regionserver.hostname.disable.master.reversedns=true for now)

So all nodes in the cluster have stable reverse lookup for the IPs in the cluster, and the HBase cluster deployed in this way is quite stable and we can expand the cluster easily without any modification on the client-side.

Now we need to introduce Kerberos SASL secured cluster for security reasons.

We tried to construct in the same way as is, i.e. deploy /etc/hosts for the HBase cluster nodes.
However, this won't work well because the HBase client does a reverse lookup to get principal for Kerberos.
(hbase.unsafe.regionserver.hostname.disable.master.reversedns=true won't work as well as)


Thus we need to deploy /etc/hosts to all application servers, which contains all nodes of the HBase cluster to be connected.

This is quite terrible for our cluster operation and application server setup.



We, the HBase cluster manager, need to take care of application server setup and deployment.
We must provide all master and region server lists.
It's much more complicated when applications access multiple HBase clusters...
We, the HBase cluster manager, cannot expand the cluster unless the latest /etc/hosts are deployed to all application servers.
If we expand the cluster before deployment, the application is unable to connect and got an error

Assume their own Kerberos principal is their FQDN i.e. master1.example.com for example, and the cluster is aware of their FQDN.
So all clients can connect cluster nodes using the FQDN for Kerberos principal.



Could we provide an advanced unsafe option to disable DNS reverse lookup for clients using Kerberos SASL like hbase.unsafe.regionserver.hostname.disable.master.reversedns and other config?

Let's say `hbase.unsafe.client.kerberos.hostname.disable.reversedns` and if this is true, client uses InetAddress.getHostname() for Kerberos principal instead of InetAddress.getCanonicalHostName().",Major,Fixed,Resolved,15/Mar/21 09:19,17/Mar/21 04:07,1.4.13
13365701,Backport HBASE-25665 to branch-1,Backport [https://github.com/apache/hbase/commit/ebb0adf50009fc133af0cfb0bdce4dfbb81d4fbf] for https://issues.apache.org/jira/browse/HBASE-25665 to branch-1,Major,Fixed,Resolved,17/Mar/21 04:27,29/Mar/21 20:04,
13365903,Shrink size of hbase-server module,"Umbrella issue for shrinking the size of the hbase-server module. Its too big (see recent notes by [~zhangduo] that hbase-server size was making findbugs OOME).

Suggested candidate subtasks:

hbase-io
hbase-xtra-unit-tests <= Move large hbase-server tests out of hbase-server and into this module
hbase-region

HBASE-25190 was about an hbase-tool module",Major,,Open,17/Mar/21 17:49,,
13368070,Remove RowProcessor,"As RowProcessor is deprecated, we can remove it in this Jira.",Major,Fixed,Resolved,27/Mar/21 07:49,27/Mar/21 22:40,
13367394,NPE getting metrics from standby masters (MetricsMasterWrapperImpl.getMergePlanCount),"2021-03-24 23:26:15,828 ERROR [Timer for 'HBase' metrics system] impl.MetricsSourceAdapter: Error getting metrics from source Master,sub=Server
java.lang.NullPointerException
        at org.apache.hadoop.hbase.master.MetricsMasterWrapperImpl.getMergePlanCount(MetricsMasterWrapperImpl.java:58)
        at org.apache.hadoop.hbase.master.MetricsMasterSourceImpl.getMetrics(MetricsMasterSourceImpl.java:90)
        at org.apache.hadoop.metrics2.impl.MetricsSourceAdapter.getMetrics(MetricsSourceAdapter.java:200)
        at org.apache.hadoop.metrics2.impl.MetricsSystemImpl.snapshotMetrics(MetricsSystemImpl.java:419)
        at org.apache.hadoop.metrics2.impl.MetricsSystemImpl.sampleMetrics(MetricsSystemImpl.java:406)
        at org.apache.hadoop.metrics2.impl.MetricsSystemImpl.onTimerEvent(MetricsSystemImpl.java:381)
        at org.apache.hadoop.metrics2.impl.MetricsSystemImpl$4.run(MetricsSystemImpl.java:368)
        at java.base/java.util.TimerThread.mainLoop(Timer.java:556)
        at java.base/java.util.TimerThread.run(Timer.java:506)
",Major,Fixed,Resolved,25/Mar/21 00:00,25/Mar/21 02:10,2.4.2
13367047,Test failure: TestVerifyBucketCacheFile.testRetrieveFromFile,"Saw this test failure from 2.3 nightly.

https://ci-hadoop.apache.org/job/HBase/job/HBase%20Nightly/job/branch-2.3/190/testReport/junit/org.apache.hadoop.hbase.io.hfile.bucket/TestVerifyBucketCacheFile/health_checks___yetus_jdk8_hadoop2_checks___testRetrieveFromFile_1__blockSize_16_384__bucketSizes__I_371a67ec_/
h1. Regression

health checks / yetus jdk8 hadoop2 checks / org.apache.hadoop.hbase.io.hfile.bucket.TestVerifyBucketCacheFile.testRetrieveFromFile[1: blockSize=16,384, bucketSizes=[I@371a67ec]
Failing for the past 1 build (Since [!https://ci-hadoop.apache.org/static/e247241e/images/16x16/red.png! #190|https://ci-hadoop.apache.org/job/HBase/job/HBase%20Nightly/job/branch-2.3/190/] )
[Took 0.32 sec.|https://ci-hadoop.apache.org/job/HBase/job/HBase%20Nightly/job/branch-2.3/190/testReport/junit/org.apache.hadoop.hbase.io.hfile.bucket/TestVerifyBucketCacheFile/health_checks___yetus_jdk8_hadoop2_checks___testRetrieveFromFile_1__blockSize_16_384__bucketSizes__I_371a67ec_/history]
 
h3. Stacktrace

java.lang.AssertionError at org.apache.hadoop.hbase.io.hfile.bucket.TestVerifyBucketCacheFile.testRetrieveFromFile(TestVerifyBucketCacheFile.java:136)",Major,Fixed,Resolved,23/Mar/21 16:15,25/Mar/21 05:59,2.3.4
13357693,ReplicationSourceWALReader log and handle exception immediately without retrying,"In [this piece of code about retrying in ReplicationSourceWALReader#run|https://github.com/apache/hbase/blob/0353909bc268e3ff3def098963d021e973f1f153/hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSourceWALReader.java#L151], sleep time increases with the number of retries, if an exception happens that cannot be recovered by itself, error logs will appear after 12 hours (300 retries by default).",Major,Fixed,Resolved,09/Feb/21 07:14,25/Mar/21 06:18,2.2.6
13350980,NPE when getting metrics of backup master,Getting NullPointerException in MetricsMasterWrapperImpl.getMergePlanCount() when getting metrics via JMX on backup master. It appears due to the fact that regionNormalizerManager is null in backup masters as it's only initialized by HMaster.finishActiveMasterInitialization().,Major,Duplicate,Resolved,07/Jan/21 23:14,25/Mar/21 16:50,2.4.0
13359759,Bulkload replication HFileRefs cannot be cleared in some cases where set exclude-namespace/exclude-table-cfs,"In [ReplicationSource#addHFileRefs|https://github.com/apache/hbase/blob/ed90a14995acd87111d2b9849f07d84418ca43d4/hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/ReplicationSource.java#L264], we may add unwanted hfiles to the _HFileRefs_ if a peer is set _replicate_all_ true and set _exclude-namespace/exclude-table-cfs_.

These unwanted _HFileRefs_ will not be replicated to remote cluster and not be cleared.

Two problems are caused by this bug:
 # The metric sizeOfHFileRefsQueue cannot be zeroed.
 # Referenced HFiles cannot be deleted by _ReplicationHFileCleaner._",Major,Fixed,Resolved,20/Feb/21 09:01,25/Mar/21 14:55,2.2.6
13366451,asyncprofiler2.0 no longer supports svg; wants html,"asyncprofiler2.0 is out. Its a nice tool. Unfortunately, it dropped the svg formatting option that we use in our servlet. Now it wants you  to pass html. Lets fix.

Old -o on asyncprofiler1.x
-o fmt            output format: summary|traces|flat|collapsed|svg|tree|jfr

New -o asyncprofiler 2.x
-o fmt            output format: flat|traces|collapsed|flamegraph|tree|jfr

If you pass svg to 2.0, it does nothing ... If you run the command hbase is running you see:

{code}
/tmp/prof-output$ sudo -u hbase /usr/lib/async-profiler/profiler.sh -e cpu -d 10 -o svg -f /tmp/prof-output/async-prof-pid-8346-cpu-1x.svg 8346
[ERROR] SVG format is obsolete, use .html for FlameGraph
{code}

At a minimum can make it so the OUTPUT param supports HTML. Here is current enum state:

{code}
  enum Output {
    SUMMARY,
    TRACES,
    FLAT,
    COLLAPSED,
    SVG,
    TREE,
    JFR
  }
{code}",Major,Fixed,Resolved,20/Mar/21 00:20,23/Mar/21 04:35,
13366510,Use CustomRequestLog instead of Slf4jRequestLog for jetty,Slf4jRequestLog has been deprecated and replaced by Slf4jRequestLogWriter.,Major,Fixed,Resolved,20/Mar/21 14:43,23/Mar/21 03:33,
13365904,Move generic classes from hbase-server to hbase-common,"There's a bunch of classes that are not hbase-server specific on cursory review that could live in hbase-common... not many, about 3% of src/main/java but move them out.

{code}
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/SslRMIClientSocketFactorySecure.java (99%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/SslRMIServerSocketFactorySecure.java (99%)
  rename {hbase-server/src/main/java/org/apache/hadoop/hbase => hbase-common/src/main/java/org/apache/hadoop/hbase/healthcheck}/HealthCheckChore.java (93%)
  rename {hbase-server/src/main/java/org/apache/hadoop/hbase => hbase-common/src/main/java/org/apache/hadoop/hbase/healthcheck}/HealthChecker.java (86%)
  rename {hbase-server/src/main/java/org/apache/hadoop/hbase => hbase-common/src/main/java/org/apache/hadoop/hbase/healthcheck}/HealthReport.java (94%)
  rename {hbase-server/src/test/java/org/apache/hadoop/hbase => hbase-common/src/test/java/org/apache/hadoop/hbase/healthcheck}/TestNodeHealthCheckChore.java (86%)
  delete mode 100644 hbase-server/src/main/java/org/apache/hadoop/hbase/DaemonThreadFactory.java
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/security/SecurityUtil.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/ConfigurationUtil.java (99%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/DirectMemoryUtils.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/GetJavaProperty.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/HBaseConfTool.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/HashedBytes.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/IdReadWriteLock.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/JvmVersion.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/KeyRange.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/LossyCounting.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/ManualEnvironmentEdge.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/MunkresAssignment.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/NettyEventLoopGroupConfig.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/RollingStatCalculator.java (99%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/ShutdownHookManager.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/SortedList.java (100%)
  rename {hbase-server => hbase-common}/src/main/java/org/apache/hadoop/hbase/util/StealJobQueue.java (100%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestConfigurationUtil.java (100%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestIdReadWriteLock.java (100%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestLossyCounting.java (100%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestRegionSplitCalculator.java (95%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestSortedList.java (100%)
  rename {hbase-server => hbase-common}/src/test/java/org/apache/hadoop/hbase/util/TestStealJobQueue.java (100%)
{code}",Major,Won't Fix,Resolved,17/Mar/21 17:51,23/Mar/21 20:35,
13362003,HBase replication should have a metric to represent if the source is stuck getting initialized,"There can be situation when the cluster is not able to talk to peer cluster ZK, in that case, yes the logQueue will be accumulating but without digging into the logs, we cannot know what's the reason of loqQueue getting accumulating on the source. 

Since the replication source doesn't even start the shipper in this case, it is good to have a dedicated metric if the RS cannot talk to the peer's ZK at all. 

 
{code:java}
2021-03-03 04:02:10,704 DEBUG [peerId] zookeeper.RecoverableZooKeeper - Possibly transient ZooKeeper, quorum=zookeeper-0.zookeeper-a.fakeAddress:2181,zookeeper-1.zookeeper-a.fakeAddress:2181,zookeeper-2.zookeeper-a.fakeAddress:2181,zookeeper-3.zookeeper-a.fakeAddress:2181,zookeeper-4.zookeeper-a.fakeAddress:2181, exception=org.apache.zookeeper.KeeperException$AuthFailedException: KeeperErrorCode = AuthFailed for /hbase/hbaseid2021-03-03 04:02:10,704 DEBUG [peerId] zookeeper.RecoverableZooKeeper - Possibly transient ZooKeeper, quorum=zookeeper-0.zookeeper-a.fakeAddress:2181,zookeeper-1.zookeeper-a.fakeAddress:2181,zookeeper-2.zookeeper-a.fakeAddress:2181,zookeeper-3.zookeeper-a.fakeAddress:2181,zookeeper-4.zookeeper-a.fakeAddress:2181, exception=org.apache.zookeeper.KeeperException$AuthFailedException: KeeperErrorCode = AuthFailed for /hbase/hbaseidorg.apache.zookeeper.KeeperException$AuthFailedException: KeeperErrorCode = AuthFailed for /hbase/hbaseid at org.apache.zookeeper.KeeperException.create(KeeperException.java:126) at org.apache.zookeeper.KeeperException.create(KeeperException.java:54) at org.apache.zookeeper.ZooKeeper.exists(ZooKeeper.java:1119) at org.apache.hadoop.hbase.zookeeper.RecoverableZooKeeper.exists(RecoverableZooKeeper.java:284) at org.apache.hadoop.hbase.zookeeper.ZKUtil.checkExists(ZKUtil.java:469) at org.apache.hadoop.hbase.zookeeper.ZKClusterId.readClusterIdZNode(ZKClusterId.java:65) at org.apache.hadoop.hbase.zookeeper.ZKClusterId.getUUIDForCluster(ZKClusterId.java:96) at org.apache.hadoop.hbase.replication.HBaseReplicationEndpoint.getPeerUUID(HBaseReplicationEndpoint.java:104) at org.apache.hadoop.hbase.replication.regionserver.ReplicationSource.run(ReplicationSource.java:306)
{code}",Major,Fixed,Resolved,03/Mar/21 04:13,23/Mar/21 05:57,1.7.0
13360930,Support HFileOutputFormat locality sensitive even destination cluster is different from source cluster,"Sometimes, we want to perform MR job which is source cluster and destination cluster is different like following for data migration, batch job and so on.

 
{code:java}
        Configuration conf = HBaseConfiguration.createClusterConf(HBaseConfiguration.create(), sourceClusterKey);

        final Job job = Job.getInstance(conf, jobName);
        // ...
        FileOutputFormat.setOutputPath(job, new Path(outputPath));

        Scan scan = createScanner();

        TableMapReduceUtil.initTableMapperJob(
                sourceTableName, scan,
                Mapper.class,
                ImmutableBytesWritable.class, Put.class, job);

        try (Connection con = ConnectionFactory.createConnection(destinationClusterKey); 
             Table table = con.getTable(destinationTableName); 
             RegionLocator regionLocator = con.getRegionLocator(destinationTableName)) {
            HFileOutputFormat2.configureIncrementalLoad(job, table, regionLocator);
        }
        return job.waitForCompletion(true) ? 0 : 1;
{code}

HFileOutputFormat2 doesn't create locality-sensitive hfiles.

We got following exception
{code:java}
2021-02-24 19:55:48,298 WARN [main] org.apache.hadoop.hbase.mapreduce.HFileOutputFormat2: there's something wrong when locating rowkey: xxxxxxxxxxxx
org.apache.hadoop.hbase.TableNotFoundException: Table 'table' was not found, got: XXXX.
        at org.apache.hadoop.hbase.client.ConnectionManager$HConnectionImplementation.locateRegionInMeta(ConnectionManager.java:1302)
        at org.apache.hadoop.hbase.client.ConnectionManager$HConnectionImplementation.locateRegion(ConnectionManager.java:1181)
        at org.apache.hadoop.hbase.client.ConnectionManager$HConnectionImplementation.locateRegion(ConnectionManager.java:1165)
        at org.apache.hadoop.hbase.client.ConnectionManager$HConnectionImplementation.locateRegion(ConnectionManager.java:1122)
        at org.apache.hadoop.hbase.client.ConnectionManager$HConnectionImplementation.getRegionLocation(ConnectionManager.java:957)
        at org.apache.hadoop.hbase.client.HRegionLocator.getRegionLocation(HRegionLocator.java:74)
        at org.apache.hadoop.hbase.mapreduce.HFileOutputFormat2$1.write(HFileOutputFormat2.java:216)
        at org.apache.hadoop.hbase.mapreduce.HFileOutputFormat2$1.write(HFileOutputFormat2.java:167)
        at org.apache.hadoop.mapred.ReduceTask$NewTrackingRecordWriter.write(ReduceTask.java:558)
        at org.apache.hadoop.mapreduce.task.TaskInputOutputContextImpl.write(TaskInputOutputContextImpl.java:89)
        at org.apache.hadoop.mapreduce.lib.reduce.WrappedReducer$Context.write(WrappedReducer.java:105)
        at org.apache.hadoop.hbase.mapreduce.PutSortReducer.reduce(PutSortReducer.java:78)
        at org.apache.hadoop.hbase.mapreduce.PutSortReducer.reduce(PutSortReducer.java:43)
        at org.apache.hadoop.mapreduce.Reducer.run(Reducer.java:171)
        at org.apache.hadoop.mapred.ReduceTask.runNewReducer(ReduceTask.java:627)
        at org.apache.hadoop.mapred.ReduceTask.run(ReduceTask.java:389)
        at org.apache.hadoop.mapred.YarnChild$2.run(YarnChild.java:164)
        at java.security.AccessController.doPrivileged(Native Method)
        at javax.security.auth.Subject.doAs(Subject.java:422)
        at org.apache.hadoop.security.UserGroupInformation.doAs(UserGroupInformation.java:1657)
        at org.apache.hadoop.mapred.YarnChild.main(YarnChild.java:158)
{code}

Because it creates connection using task configuration which is configured for source cluster.
Thus, it tried to connect to the source cluster and get locations for the table that should exist in the destination.

{code:java}
          InetSocketAddress[] favoredNodes = null;
          if (conf.getBoolean(LOCALITY_SENSITIVE_CONF_KEY, DEFAULT_LOCALITY_SENSITIVE)) {
            HRegionLocation loc = null;
            String tableName = Bytes.toString(tableNameBytes);
            if (tableName != null) {
              try (Connection connection = ConnectionFactory.createConnection(conf);
                  RegionLocator locator =
                      connection.getRegionLocator(TableName.valueOf(tableName))) {
                loc = locator.getRegionLocation(rowKey);
              } catch (Throwable e) {
                LOG.warn(""Something wrong locating rowkey {} in {}"", Bytes.toString(rowKey),
                  tableName, e);
                loc = null;
              }
            }
            if (null == loc) {
              LOG.trace(""Failed get of location, use default writer {}"", Bytes.toString(rowKey));
            } else {
              LOG.debug(""First rowkey: [{}]"", Bytes.toString(rowKey));
              InetSocketAddress initialIsa =
                  new InetSocketAddress(loc.getHostname(), loc.getPort());
              if (initialIsa.isUnresolved()) {
                LOG.trace(""Failed resolve address {}, use default writer"", loc.getHostnamePort());
              } else {
                LOG.debug(""Use favored nodes writer: {}"", initialIsa.getHostString());
                favoredNodes = new InetSocketAddress[] { initialIsa };
              }
            }
          }
          wl = getNewWriter(tableNameBytes, family, conf, favoredNodes);
{code}

HFileOutputFormat2 should be aware of destination cluster correctly when source and destination is different for proper location-sensitive HFile generation",Major,Fixed,Resolved,25/Feb/21 10:18,17/Mar/21 04:49,1.7.0
13365709,Backport HBASE-25608 to branch-1,,Major,Fixed,Resolved,17/Mar/21 05:24,22/Mar/21 15:57,
13366084,Support nonce operations for Increment/Append in RowMutations and CheckAndMutate,"Currently, we support nonce operations for single Increment/Append operations but don't support for Increment/Append in RowMutations and CheckAndMutate. We should support it.",Major,Fixed,Resolved,18/Mar/21 13:19,21/Mar/21 14:44,
13365708,Backport HBASE-25608 to branch-2,,Major,Fixed,Resolved,17/Mar/21 05:24,18/Mar/21 19:02,
13361682,Result#compareResults should compare tags.,"Today +Result#compareResults+ compares the 2 cells based on following parameters.
{noformat}
    for (int i = 0; i < res1.size(); i++) {
      if (!ourKVs[i].equals(replicatedKVs[i]) ||
          !CellUtil.matchingValue(ourKVs[i], replicatedKVs[i])) {
        throw new Exception(""This result was different: ""
            + res1.toString() + "" compared to "" + res2.toString());
      }
{noformat}

row, family, qualifier, timestamp, type, value.

We also need to compare tags to determine if both cells are equal or not.
 

 ",Major,Fixed,Resolved,01/Mar/21 19:33,12/Mar/21 05:53,1.7.0
13365650,Typo in docs vs code: hbase.mob.[file.]compaction.chore.period,"I might be missing something here, but after trying to disable mob compaction chore, and failed at it by setting hbase.mob.file.compaction.chore.period to 0, I realized docs and the code differ. 

Code:
https://github.com/apache/hbase/search?q=hbase.mob.compaction.chore.period
Docs:
https://github.com/apache/hbase/search?q=hbase.mob.file.compaction.chore.period

Looks like only a portion of the docs, still confusing.",Major,Fixed,Resolved,16/Mar/21 22:30,17/Mar/21 04:00,3.0.0-alpha-1
13365624,Remove RSGroup test addition made in parent; depends on functionality not in old branches,TestRSGroupShell fails 100% of the time. See https://ci-hadoop.apache.org/view/HBase/job/HBase/job/HBase-Find-Flaky-Tests/job/branch-2.3/lastSuccessfulBuild/artifact/output/dashboard.html,Major,Fixed,Resolved,16/Mar/21 20:07,16/Mar/21 20:20,
13351644,move_namespaces_rsgroup should change hbase.rsgroup.name config in NamespaceDescriptor,"move_namespaces_rsgroup command just move tables in this namespace to new rsgroup。when we create a table in this namespace，it  deploy on old rs group。
it maka some misunderstand for users。

move_namespaces_rsgroup should make the tables deployed on new rsgroup
",Major,Fixed,Resolved,12/Jan/21 04:59,18/Jan/21 11:15,
13364343,Fix spotbugs warning in RoundRobinTableInputFormat,"RoundRobinTableInputFormat.roundRobin(List) makes inefficient use of keySet iterator instead of entrySet iterator,

https://ci-hadoop.apache.org/job/HBase/job/HBase-PreCommit-GitHub-PR/job/PR-3043/2/artifact/yetus-general-check/output/branch-spotbugs-root-warnings.html",Major,Fixed,Resolved,12/Mar/21 11:37,15/Mar/21 15:19,
13362507,CandidateGenerator may miss some region balance actions,"{color:#172b4d}In codes of CandidateGenerator#getAction()，valid region index are greater or equal to zero. Currently only regions with greater than zero indexes can get balance actions.{color}
{code:java}
protected BaseLoadBalancer.Cluster.Action getAction(int fromServer, int fromRegion,
    int toServer, int toRegion) {
  if (fromServer < 0 || toServer < 0) {
    return BaseLoadBalancer.Cluster.NullAction;
  }
  if (fromRegion > 0 && toRegion > 0) {
    return new BaseLoadBalancer.Cluster.SwapRegionsAction(fromServer, fromRegion,
      toServer, toRegion);
  } else if (fromRegion > 0) {
    return new BaseLoadBalancer.Cluster.MoveRegionAction(fromRegion, fromServer, toServer);
  } else if (toRegion > 0) {
    return new BaseLoadBalancer.Cluster.MoveRegionAction(toRegion, toServer, fromServer);
  } else {
    return BaseLoadBalancer.Cluster.NullAction;
  }
}{code}
 ",Major,Fixed,Resolved,05/Mar/21 05:29,15/Mar/21 13:49,2.0.0
13363694,Fix spotbugs warnings after upgrading spotbugs to 4.x,,Major,Fixed,Resolved,11/Mar/21 02:11,12/Mar/21 07:05,
